chapter_name,link,local_date,name,yes_rsvp_count
Abuja Women in Machine Learning and Data Science,https://www.meetup.com/Abuja-Women-in-Machine-Learning-and-Data-Science/events/248093867/,3/10/18,Big Data: From Chaos to Intelligence,17
Abuja Women in Machine Learning and Data Science,https://www.meetup.com/Abuja-Women-in-Machine-Learning-and-Data-Science/events/250336442/,5/5/18,Machine Learning: A Focus on Supervised and Unsupervised Learning,35
Abuja Women in Machine Learning and Data Science,https://www.meetup.com/Abuja-Women-in-Machine-Learning-and-Data-Science/events/252829616/,7/21/18,Deep Learning: Build An Image Classification Model,20
Lagos Women in Machine Learning & Data Science,https://www.meetup.com/Lagos-Women-in-Machine-Learning-Data-Science/events/240818356/,6/24/17,NLP: Zero to one,59
Lagos Women in Machine Learning & Data Science,https://www.meetup.com/Lagos-Women-in-Machine-Learning-Data-Science/events/241750338/,8/5/17,Handling Imbalanced Datasets: Building a model and deploying to production,63
Lagos Women in Machine Learning & Data Science,https://www.meetup.com/Lagos-Women-in-Machine-Learning-Data-Science/events/243878349/,11/25/17,The ABC-XYZ of Data Science before Machine Learning,50
Nairobi Women in Machine Learning & Data Science,https://www.meetup.com/Nairobi-Women-in-Machine-Learning-Data-Science/events/235910743/,12/8/16,Uncovering patterns and trends using exploratory data analysis,17
Nairobi Women in Machine Learning & Data Science,https://www.meetup.com/Nairobi-Women-in-Machine-Learning-Data-Science/events/237180712/,1/28/17,Extracting Your Own Web Data using Scraping Tools,8
Nairobi Women in Machine Learning & Data Science,https://www.meetup.com/Nairobi-Women-in-Machine-Learning-Data-Science/events/237573747/,2/25/17,TensorFlow Post-Summit Event,95
Nairobi Women in Machine Learning & Data Science,https://www.meetup.com/Nairobi-Women-in-Machine-Learning-Data-Science/events/238235456/,3/25/17,Fueling the Artificial Intelligence revolution with gaming!,35
Nairobi Women in Machine Learning & Data Science,https://www.meetup.com/Nairobi-Women-in-Machine-Learning-Data-Science/events/239293830/,4/22/17,Sentiment Analysis in R,22
Nairobi Women in Machine Learning & Data Science,https://www.meetup.com/Nairobi-Women-in-Machine-Learning-Data-Science/events/240078624/,5/27/17,Unravelling Intel Deep Learning SDK,28
Nairobi Women in Machine Learning & Data Science,https://www.meetup.com/Nairobi-Women-in-Machine-Learning-Data-Science/events/240707575/,6/24/17,TensorFlow : Zero to One,70
Nairobi Women in Machine Learning & Data Science,https://www.meetup.com/Nairobi-Women-in-Machine-Learning-Data-Science/events/241680273/,7/22/17,Treasure Island: Bioinformatics for everyone.,67
Nairobi Women in Machine Learning & Data Science,https://www.meetup.com/Nairobi-Women-in-Machine-Learning-Data-Science/events/242553989/,8/26/17,Deep Learning for Crypt-analysis using TensorFlow,62
Nairobi Women in Machine Learning & Data Science,https://www.meetup.com/Nairobi-Women-in-Machine-Learning-Data-Science/events/243495389/,9/23/17,Prototyping Back Propagation in Excel For Greater Good,24
Nairobi Women in Machine Learning & Data Science,https://www.meetup.com/Nairobi-Women-in-Machine-Learning-Data-Science/events/245126032/,11/25/17,Data Science and Machine Learning in Practice,107
Nairobi Women in Machine Learning & Data Science,https://www.meetup.com/Nairobi-Women-in-Machine-Learning-Data-Science/events/245643924/,12/9/17,#NairobiWiMLDS turns 1 + Christmas Party,71
Nairobi Women in Machine Learning & Data Science,https://www.meetup.com/Nairobi-Women-in-Machine-Learning-Data-Science/events/246683570/,1/27/18,Around the world of data science in 60 minutes or less,132
Nairobi Women in Machine Learning & Data Science,https://www.meetup.com/Nairobi-Women-in-Machine-Learning-Data-Science/events/247038050/,2/24/18,TensorFlow Series: Convolutional Neural Networks for Image Classification,110
Nairobi Women in Machine Learning & Data Science,https://www.meetup.com/Nairobi-Women-in-Machine-Learning-Data-Science/events/247931427/,3/8/18,WiDS Conference Nairobi,17
Nairobi Women in Machine Learning & Data Science,https://www.meetup.com/Nairobi-Women-in-Machine-Learning-Data-Science/events/247932279/,3/10/18,WiDS Nairobi Code-labs,116
Nairobi Women in Machine Learning & Data Science,https://www.meetup.com/Nairobi-Women-in-Machine-Learning-Data-Science/events/248725652/,4/7/18,IndabaXKenya,58
Nairobi Women in Machine Learning & Data Science,https://www.meetup.com/Nairobi-Women-in-Machine-Learning-Data-Science/events/249739196/,4/28/18,Tensorflow Dev Summit Extended,125
Nairobi Women in Machine Learning & Data Science,https://www.meetup.com/Nairobi-Women-in-Machine-Learning-Data-Science/events/250902123/,5/26/18,The Pivotal Career Shift through Data Science and Machine Learning.,138
Nairobi Women in Machine Learning & Data Science,https://www.meetup.com/Nairobi-Women-in-Machine-Learning-Data-Science/events/251196226/,6/2/18,Fireside chat with Sara Hooker,72
Nairobi Women in Machine Learning & Data Science,https://www.meetup.com/Nairobi-Women-in-Machine-Learning-Data-Science/events/251403780/,6/9/18,Fireside chat with Billy Okal,71
Nairobi Women in Machine Learning & Data Science,https://www.meetup.com/Nairobi-Women-in-Machine-Learning-Data-Science/events/251522663/,6/14/18,Fireside chat with Omoju Miller,74
Nairobi Women in Machine Learning & Data Science,https://www.meetup.com/Nairobi-Women-in-Machine-Learning-Data-Science/events/251983272/,6/30/18,A beautiful mind: Hands on Game Theory,79
Nairobi Women in Machine Learning & Data Science,https://www.meetup.com/Nairobi-Women-in-Machine-Learning-Data-Science/events/252741357/,7/17/18,AI in the financial inclusion space in Africa,57
Nairobi Women in Machine Learning & Data Science,https://www.meetup.com/Nairobi-Women-in-Machine-Learning-Data-Science/events/252697149/,7/27/18,Machine Learning Beyond Images and Text,73
Nairobi Women in Machine Learning & Data Science,https://www.meetup.com/Nairobi-Women-in-Machine-Learning-Data-Science/events/252810105/,8/4/18,Google Next '18 Extended Nairobi,131
Nairobi Women in Machine Learning & Data Science,https://www.meetup.com/Nairobi-Women-in-Machine-Learning-Data-Science/events/256835824/,12/15/18,#NairobiWiMLDS turns 2 + Christmas Party,119
Nairobi Women in Machine Learning & Data Science,https://www.meetup.com/Nairobi-Women-in-Machine-Learning-Data-Science/events/258521990/,2/2/19,Python for Data Science Meetup,24
Nairobi Women in Machine Learning & Data Science,https://www.meetup.com/Nairobi-Women-in-Machine-Learning-Data-Science/events/259322990/,3/2/19,Master Data Science in R - Non-standard Evaluation in R,17
Nairobi Women in Machine Learning & Data Science,https://www.meetup.com/Nairobi-Women-in-Machine-Learning-Data-Science/events/259287679/,3/16/19,Indaba X Kenya,75
Bengaluru Women in Machine Learning & Data Science,https://www.meetup.com/Bengaluru-Women-in-Machine-Learning-and-Data-Science/events/254417912/,9/23/18,WiMLDS Bengaluru Launch event followed by networking,60
Bengaluru Women in Machine Learning & Data Science,https://www.meetup.com/Bengaluru-Women-in-Machine-Learning-and-Data-Science/events/256217081/,11/25/18,Introduction to Deep Learning,87
Bengaluru Women in Machine Learning & Data Science,https://www.meetup.com/Bengaluru-Women-in-Machine-Learning-and-Data-Science/events/257973580/,2/9/19,Workshop on how to win Kaggle datascience competitions by WiDS Bengaluru,292
Chennai Women in Machine Learning & Data Science,https://www.meetup.com/Chennai-Women-in-Machine-Learning-and-Data-Science/events/254576459/,9/15/18,StartML Series: Kickstarter Event,32
Delhi Women in Machine Learning & Data Science,https://www.meetup.com/Delhi-Women-in-Machine-Learning-Data-Science/events/248730875/,3/18/18,Machine Learning Unplugged,8
Delhi Women in Machine Learning & Data Science,https://www.meetup.com/Delhi-Women-in-Machine-Learning-Data-Science/events/248933826/,3/28/18,AI AMA Wednesday with Abi,5
Delhi Women in Machine Learning & Data Science,https://www.meetup.com/Delhi-Women-in-Machine-Learning-Data-Science/events/253976352/,8/25/18,Machine Learning Quest,16
Delhi Women in Machine Learning & Data Science,https://www.meetup.com/Delhi-Women-in-Machine-Learning-Data-Science/events/255414911/,10/13/18,"MLCC Study Jam, New Delhi in collaboration with WiMLDS",15
Delhi Women in Machine Learning & Data Science,https://www.meetup.com/Delhi-Women-in-Machine-Learning-Data-Science/events/255414933/,10/14/18,"MLCC Study Jam, New Delhi in collaboration with WiMLDS",16
Delhi Women in Machine Learning & Data Science,https://www.meetup.com/Delhi-Women-in-Machine-Learning-Data-Science/events/257743514/,1/12/19,Everything ML,45
Delhi Women in Machine Learning & Data Science,https://www.meetup.com/Delhi-Women-in-Machine-Learning-Data-Science/events/258811393/,2/9/19,Everything ML Webinar,10
Delhi Women in Machine Learning & Data Science,https://www.meetup.com/Delhi-Women-in-Machine-Learning-Data-Science/events/259120512/,3/9/19,Women's Day Mega Meetup,29
Delhi Women in Machine Learning & Data Science,https://www.meetup.com/Delhi-Women-in-Machine-Learning-Data-Science/events/259796733/,3/16/19,Everything ML Webinar,10
Delhi Women in Machine Learning & Data Science,https://www.meetup.com/Delhi-Women-in-Machine-Learning-Data-Science/events/259894804/,3/30/19,ML Unplugged 2.0,35
Delhi Women in Machine Learning & Data Science,https://www.meetup.com/Delhi-Women-in-Machine-Learning-Data-Science/events/260247442/,4/6/19,Everything ML,24
Delhi Women in Machine Learning & Data Science,https://www.meetup.com/Delhi-Women-in-Machine-Learning-Data-Science/events/260455818/,4/13/19,Everything ML,17
Mumbai Women in Machine Learning and Data Science,https://www.meetup.com/Mumbai-Women-in-Machine-Learning-and-Data-Science/events/254298640/,9/16/18,Unriddle Data Science,20
Mumbai Women in Machine Learning and Data Science,https://www.meetup.com/Mumbai-Women-in-Machine-Learning-and-Data-Science/events/kqbmkqyxnbkc/,10/27/18,Building a ChatBot using Machine Learning,12
Mumbai Women in Machine Learning and Data Science,https://www.meetup.com/Mumbai-Women-in-Machine-Learning-and-Data-Science/events/256494917/,11/24/18,Discussing Autonomous World and Much More,10
Mumbai Women in Machine Learning and Data Science,https://www.meetup.com/Mumbai-Women-in-Machine-Learning-and-Data-Science/events/256745122/,12/8/18,Serverless : A new way to build modern application by IBM,19
Mumbai Women in Machine Learning and Data Science,https://www.meetup.com/Mumbai-Women-in-Machine-Learning-and-Data-Science/events/258892661/,2/16/19,Weekend Hands-On Python Workshop for Beginners,5
Mumbai Women in Machine Learning and Data Science,https://www.meetup.com/Mumbai-Women-in-Machine-Learning-and-Data-Science/events/259153096/,3/16/19,"Women in Data Science Conference 2019, Mumbai",29
Mumbai Women in Machine Learning and Data Science,https://www.meetup.com/Mumbai-Women-in-Machine-Learning-and-Data-Science/events/260214342/,4/6/19,Machine Learning Unplugged,22
Pune Women in Machine Learning & Data Science,https://www.meetup.com/Pune-Women-in-Machine-Learning-and-Data-Science/events/253482390/,8/31/18,Demystifying AI: Kick start your journey to becoming an AI specialist,167
Pune Women in Machine Learning & Data Science,https://www.meetup.com/Pune-Women-in-Machine-Learning-and-Data-Science/events/254370295/,9/7/18,Opportunities for Women Entrepreneurs in Technology,15
Pune Women in Machine Learning & Data Science,https://www.meetup.com/Pune-Women-in-Machine-Learning-and-Data-Science/events/254811044/,9/22/18,AI on Edge by IOTIOT.in @ COEP-BHAU on 22nd Sep 2018 @ 10.30 am,13
Pune Women in Machine Learning & Data Science,https://www.meetup.com/Pune-Women-in-Machine-Learning-and-Data-Science/events/254607470/,9/28/18,Building Machine Learning Model Step by Step,134
Pune Women in Machine Learning & Data Science,https://www.meetup.com/Pune-Women-in-Machine-Learning-and-Data-Science/events/256591090/,11/23/18,"A Dialogue with Students, Anyone looking to restart their jobs/careers in Pune",17
Pune Women in Machine Learning & Data Science,https://www.meetup.com/Pune-Women-in-Machine-Learning-and-Data-Science/events/swjxlqyxqbhb/,12/5/18,Create and Optimize a linear Regression Model - Speakers - Sr. IBM Developers,126
Pune Women in Machine Learning & Data Science,https://www.meetup.com/Pune-Women-in-Machine-Learning-and-Data-Science/events/257279424/,12/22/18,Invitation to join as Core Committee for WiDS Pune,48
Pune Women in Machine Learning & Data Science,https://www.meetup.com/Pune-Women-in-Machine-Learning-and-Data-Science/events/257077343/,1/5/19,A walk through the maze of understanding “Data Visualization”,114
Pune Women in Machine Learning & Data Science,https://www.meetup.com/Pune-Women-in-Machine-Learning-and-Data-Science/events/258118076/,1/19/19,Ingredients of High Impact Presentations - As per Dale Carnegie Guidelines,11
Pune Women in Machine Learning & Data Science,https://www.meetup.com/Pune-Women-in-Machine-Learning-and-Data-Science/events/257286539/,1/25/19,Deep Dive into Hyperparameter Tuning,72
Pune Women in Machine Learning & Data Science,https://www.meetup.com/Pune-Women-in-Machine-Learning-and-Data-Science/events/258495482/,2/3/19,"Lego Workshop - ""Data Science Problem Formulation"" - WiDS Pune 2019",27
Pune Women in Machine Learning & Data Science,https://www.meetup.com/Pune-Women-in-Machine-Learning-and-Data-Science/events/258675385/,2/9/19,"""Design thinking for Data Scientists"" - WiDS Pune 2019",33
Pune Women in Machine Learning & Data Science,https://www.meetup.com/Pune-Women-in-Machine-Learning-and-Data-Science/events/258734053/,2/16/19,Unmask the Machine Learning Models - WiDS Pune 2019,34
Pune Women in Machine Learning & Data Science,https://www.meetup.com/Pune-Women-in-Machine-Learning-and-Data-Science/events/258898683/,2/23/19,"""1 Day in Python - Life science case study"" - WiDS Pune 2019",47
Pune Women in Machine Learning & Data Science,https://www.meetup.com/Pune-Women-in-Machine-Learning-and-Data-Science/events/258982843/,3/2/19,"""Convergence of IOT and Artificial Intelligence"" - WiDS Pune 2019",33
Pune Women in Machine Learning & Data Science,https://www.meetup.com/Pune-Women-in-Machine-Learning-and-Data-Science/events/259496554/,3/8/19,Top Skills That will land you High Paying jobs by 2020,15
Pune Women in Machine Learning & Data Science,https://www.meetup.com/Pune-Women-in-Machine-Learning-and-Data-Science/events/259496628/,3/23/19,WiDS Pune 2019 - 1 Day Conference - A Stanford University Initiative,67
Pune Women in Machine Learning & Data Science,https://www.meetup.com/Pune-Women-in-Machine-Learning-and-Data-Science/events/260047979/,3/30/19,Fast Tracking Drug Development with Data Analytics and AI,39
Melbourne Women in Machine Learning & Data Science,https://www.meetup.com/Melbourne-Women-in-Machine-Learning-and-Data-Science/events/253085167/,8/8/18,Kickoff - Meet & Greet,68
Melbourne Women in Machine Learning & Data Science,https://www.meetup.com/Melbourne-Women-in-Machine-Learning-and-Data-Science/events/254576995/,9/27/18,AHA Moments: Deep Learning in Industry,37
Melbourne Women in Machine Learning & Data Science,https://www.meetup.com/Melbourne-Women-in-Machine-Learning-and-Data-Science/events/256402820/,11/29/18,Extract Signal from Noise,46
Melbourne Women in Machine Learning & Data Science,https://www.meetup.com/Melbourne-Women-in-Machine-Learning-and-Data-Science/events/256563019/,12/5/18,Q&A with Michelle Casbon,28
Melbourne Women in Machine Learning & Data Science,https://www.meetup.com/Melbourne-Women-in-Machine-Learning-and-Data-Science/events/256762630/,12/12/18,Christmas Networking event with R-Ladies,13
Melbourne Women in Machine Learning & Data Science,https://www.meetup.com/Melbourne-Women-in-Machine-Learning-and-Data-Science/events/257397012/,1/24/19,"Vet AI, Questionable Research Practises and more!",54
Melbourne Women in Machine Learning & Data Science,https://www.meetup.com/Melbourne-Women-in-Machine-Learning-and-Data-Science/events/258716745/,2/21/19,Breaking into Data Science - not as hard as you think!,81
Melbourne Women in Machine Learning & Data Science,https://www.meetup.com/Melbourne-Women-in-Machine-Learning-and-Data-Science/events/259886488/,3/28/19,Data Cleaning... But Why? with Brooke Clarke,44
Melbourne Women in Machine Learning & Data Science,https://www.meetup.com/Melbourne-Women-in-Machine-Learning-and-Data-Science/events/260295221/,4/30/19,Lightning talks including detecting brain lesions that cause epilepsy using ML,54
Madrid Women in Machine Learning & Data Science,https://www.meetup.com/Madrid-Women-in-Machine-Learning-and-Data-Science/events/255792676/,11/22/18,Launch event WiMLDS Madrid,68
Madrid Women in Machine Learning & Data Science,https://www.meetup.com/Madrid-Women-in-Machine-Learning-and-Data-Science/events/256951102/,12/12/18,Meetup Navideño,7
Madrid Women in Machine Learning & Data Science,https://www.meetup.com/Madrid-Women-in-Machine-Learning-and-Data-Science/events/258105682/,2/7/19,2nd WiMLDS Madrid meetup @BCG,50
Madrid Women in Machine Learning & Data Science,https://www.meetup.com/Madrid-Women-in-Machine-Learning-and-Data-Science/events/259467374/,4/4/19,3rd WiMLDS meetup @IBM,90
Madrid Women in Machine Learning & Data Science,https://www.meetup.com/Madrid-Women-in-Machine-Learning-and-Data-Science/events/260911137/,4/29/19,1st WiMLDS Workshop AWSDeepRacer @awscloud_es,19
Madrid Women in Machine Learning & Data Science,https://www.meetup.com/Madrid-Women-in-Machine-Learning-and-Data-Science/events/260500098/,5/7/19,4th WiMLDS meetup @AWSSummit with PyLadies and RLadies,42
Poznań Women in Machine Learning & Data Science,https://www.meetup.com/Poznan-Women-in-Machine-Learning-Data-Science/events/rxsnppyxjbkb/,6/6/18,WiMLDS POLAND - Poznań #1 MeetUp,88
Poznań Women in Machine Learning & Data Science,https://www.meetup.com/Poznan-Women-in-Machine-Learning-Data-Science/events/252843941/,8/21/18,WiMLDS Poznań Meetup #2,92
Poznań Women in Machine Learning & Data Science,https://www.meetup.com/Poznan-Women-in-Machine-Learning-Data-Science/events/255274122/,10/18/18,WiMLDS Poznań Meetup #3,86
Poznań Women in Machine Learning & Data Science,https://www.meetup.com/Poznan-Women-in-Machine-Learning-Data-Science/events/256013504/,12/5/18,TensorFlow on AWS - Poznań WiMLDS Workshops #1,58
Poznań Women in Machine Learning & Data Science,https://www.meetup.com/Poznan-Women-in-Machine-Learning-Data-Science/events/256198486/,12/10/18,WiMLDS Poznań Meetup #4,47
Poznań Women in Machine Learning & Data Science,https://www.meetup.com/Poznan-Women-in-Machine-Learning-Data-Science/events/256198546/,1/10/19,WiMLDS Poznań Meetup #5,69
Poznań Women in Machine Learning & Data Science,https://www.meetup.com/Poznan-Women-in-Machine-Learning-Data-Science/events/258651383/,2/28/19,WiMLDS Poznań Meetup #6,67
Poznań Women in Machine Learning & Data Science,https://www.meetup.com/Poznan-Women-in-Machine-Learning-Data-Science/events/259602333/,4/13/19,Women in Data Science - Poznań Satellite Event 2019,48
Trojmiasto Women in Machine Learning & Data Science,https://www.meetup.com/Trojmiasto-Women-in-Machine-Learning-and-Data-Science/events/xzvxwpyxkbmb/,7/9/18,"Warsztat ""Data manipulation in R""",12
Trojmiasto Women in Machine Learning & Data Science,https://www.meetup.com/Trojmiasto-Women-in-Machine-Learning-and-Data-Science/events/xzvxwpyxlbrb/,7/9/18,"Warsztat ""Data manipulation in R""",2
Trojmiasto Women in Machine Learning & Data Science,https://www.meetup.com/Trojmiasto-Women-in-Machine-Learning-and-Data-Science/events/253377095/,9/19/18,R: wizualizacja danych - wprowadzenie do pakietu ggplot2,16
Trojmiasto Women in Machine Learning & Data Science,https://www.meetup.com/Trojmiasto-Women-in-Machine-Learning-and-Data-Science/events/255935078/,11/14/18,"R Markdown czyli wizualizacja danych w różnych formatach (html, pdf i in.)",13
Trojmiasto Women in Machine Learning & Data Science,https://www.meetup.com/Trojmiasto-Women-in-Machine-Learning-and-Data-Science/events/256593014/,12/5/18,DATA Science NETWORKING,21
Trojmiasto Women in Machine Learning & Data Science,https://www.meetup.com/Trojmiasto-Women-in-Machine-Learning-and-Data-Science/events/259481023/,3/20/19,Spotkanie Networkingowe DATA SCIENCE - Dzień kobiet (nie tylko dla kobiet!),20
Zürich Women in Machine Learning and Data Science,https://www.meetup.com/Zurich-Women-in-Machine-Learning-and-Data-Science/events/239191839/,5/19/17,Data Science at Credit Suisse,59
Zürich Women in Machine Learning and Data Science,https://www.meetup.com/Zurich-Women-in-Machine-Learning-and-Data-Science/events/240716001/,7/15/17,Social Event,21
Zürich Women in Machine Learning and Data Science,https://www.meetup.com/Zurich-Women-in-Machine-Learning-and-Data-Science/events/243022447/,10/31/17,Interest based Targeting,37
Zürich Women in Machine Learning and Data Science,https://www.meetup.com/Zurich-Women-in-Machine-Learning-and-Data-Science/events/245076452/,11/29/17,Data Science Learnathon: From Raw Data to Deployment,20
Zürich Women in Machine Learning and Data Science,https://www.meetup.com/Zurich-Women-in-Machine-Learning-and-Data-Science/events/245029839/,12/7/17,Social Event,16
Zürich Women in Machine Learning and Data Science,https://www.meetup.com/Zurich-Women-in-Machine-Learning-and-Data-Science/events/247613807/,3/20/18,Women in Data Science Conference Zurich,20
Zürich Women in Machine Learning and Data Science,https://www.meetup.com/Zurich-Women-in-Machine-Learning-and-Data-Science/events/250146560/,5/28/18,Data Science and Machine Learning in the service of Women’s Health,70
Zürich Women in Machine Learning and Data Science,https://www.meetup.com/Zurich-Women-in-Machine-Learning-and-Data-Science/events/258184225/,3/7/19,IWD2019 Kick-Off,41
Zürich Women in Machine Learning and Data Science,https://www.meetup.com/Zurich-Women-in-Machine-Learning-and-Data-Science/events/258328269/,3/25/19,AI at IBM,58
Zürich Women in Machine Learning and Data Science,https://www.meetup.com/Zurich-Women-in-Machine-Learning-and-Data-Science/events/259769730/,4/4/19,IWD Recap Event at Google,22
Austin Women in Machine Learning & Data Science,https://www.meetup.com/Austin-Women-in-Machine-Learning-Data-Science/events/234264849/,9/29/16,WiMLDS Austin Happy Hour & Networking,4
Austin Women in Machine Learning & Data Science,https://www.meetup.com/Austin-Women-in-Machine-Learning-Data-Science/events/234620383/,10/27/16,WiMLDS Lightning Talks & Happy Hour - Share Your Work in Machine Learning,3
Austin Women in Machine Learning & Data Science,https://www.meetup.com/Austin-Women-in-Machine-Learning-Data-Science/events/253570427/,9/15/18,Topics in machine learning,24
Austin Women in Machine Learning & Data Science,https://www.meetup.com/Austin-Women-in-Machine-Learning-Data-Science/events/256336771/,12/1/18,Application of Machine Learning in Financial Fraud and Crimes,19
Austin Women in Machine Learning & Data Science,https://www.meetup.com/Austin-Women-in-Machine-Learning-Data-Science/events/259763790/,4/6/19,The progress in speech recognition and its current technology,14
Bay Area Women in Machine Learning & Data Science,https://www.meetup.com/Bay-Area-Women-in-Machine-Learning-and-Data-Science/events/154860422/,1/23/14,Inaugural Meetup Event,76
Bay Area Women in Machine Learning & Data Science,https://www.meetup.com/Bay-Area-Women-in-Machine-Learning-and-Data-Science/events/174197352/,4/22/14,Data Science Stack Showcase,78
Bay Area Women in Machine Learning & Data Science,https://www.meetup.com/Bay-Area-Women-in-Machine-Learning-and-Data-Science/events/195876532/,8/18/14,H2O: Open Source ML Engine for Big Data,37
Bay Area Women in Machine Learning & Data Science,https://www.meetup.com/Bay-Area-Women-in-Machine-Learning-and-Data-Science/events/219188002/,1/22/15,Happy New Year Meet & Greet,56
Bay Area Women in Machine Learning & Data Science,https://www.meetup.com/Bay-Area-Women-in-Machine-Learning-and-Data-Science/events/219943938/,1/28/15,UC Berkeley Meetup,49
Bay Area Women in Machine Learning & Data Science,https://www.meetup.com/Bay-Area-Women-in-Machine-Learning-and-Data-Science/events/221035829/,4/8/15,Dr. Vivienne Ming talks about using Machine Learning to unlock human potential,70
Bay Area Women in Machine Learning & Data Science,https://www.meetup.com/Bay-Area-Women-in-Machine-Learning-and-Data-Science/events/224080723/,8/25/15,DeepDream Hack Night,58
Bay Area Women in Machine Learning & Data Science,https://www.meetup.com/Bay-Area-Women-in-Machine-Learning-and-Data-Science/events/226616323/,12/2/15,An Introduction to Differential Privacy as Applied to Machine Learning,56
Bay Area Women in Machine Learning & Data Science,https://www.meetup.com/Bay-Area-Women-in-Machine-Learning-and-Data-Science/events/227908110/,1/25/16,Data for Good: How change.org applies data science to social change,149
Bay Area Women in Machine Learning & Data Science,https://www.meetup.com/Bay-Area-Women-in-Machine-Learning-and-Data-Science/events/228955428/,3/14/16,Style Algorithms at Stitch Fix,161
Bay Area Women in Machine Learning & Data Science,https://www.meetup.com/Bay-Area-Women-in-Machine-Learning-and-Data-Science/events/230823630/,5/14/16,Workshop: TensorFlow in Python using skflow,1
Bay Area Women in Machine Learning & Data Science,https://www.meetup.com/Bay-Area-Women-in-Machine-Learning-and-Data-Science/events/231343071/,6/8/16,"Women, Work and the State of Wage Inequality in 2016",91
Bay Area Women in Machine Learning & Data Science,https://www.meetup.com/Bay-Area-Women-in-Machine-Learning-and-Data-Science/events/232044420/,8/1/16,Model Hyperparameter Tuning,114
Bay Area Women in Machine Learning & Data Science,https://www.meetup.com/Bay-Area-Women-in-Machine-Learning-and-Data-Science/events/232906807/,9/21/16,Machine Learning at Uber: Moving the world with data,280
Bay Area Women in Machine Learning & Data Science,https://www.meetup.com/Bay-Area-Women-in-Machine-Learning-and-Data-Science/events/234866195/,11/2/16,Election Data Hackathon,99
Bay Area Women in Machine Learning & Data Science,https://www.meetup.com/Bay-Area-Women-in-Machine-Learning-and-Data-Science/events/234584645/,2/7/17,Women in Data Science 2017 Conference Screening (WiMLDS+Airbnb+WInD­),322
